,AF3,AF4,F3,F4,F7,F8,FC5,FC6,O1,O2,P7,P8,T7,T8,Status
0,-0.0012593392748385668,0.0006190929561853409,-0.00036492894287221134,-0.0009058980504050851,0.0001401747140334919,0.0006644856184720993,-0.0013630896573886275,0.0008620530716143548,0.0012858164263889194,-0.0010725188767537475,0.001101875095628202,-0.0005223346524871886,0.00026244731270708144,0.0005521641578525305,0
1,-0.0012024721363559365,0.0005868197185918689,-0.00038034128374420106,-0.0009239627397619188,0.0001368633529637009,0.0006529398378916085,-0.0012895348481833935,0.0008255884749814868,0.0012409994378685951,-0.0010073547018691897,0.001058427500538528,-0.00048386788694188,0.0002558538690209389,0.0005300412303768098,0
2,-0.0011383439414203167,0.0005585774197243154,-0.0003532373521011323,-0.0008563575684092939,0.0001279476418858394,0.0006292904727160931,-0.001225510728545487,0.0007840665057301521,0.0011617963900789618,-0.0009575827280059457,0.0009957033907994628,-0.00046748374006710947,0.00023648160276934505,0.0005046525038778782,0
3,-0.0010656580561771989,0.0005364277167245746,-0.0002995863032992929,-0.000735150242689997,0.00011244132474530488,0.0006024566828273237,-0.0011696345172822475,0.0007427785894833505,0.0010603758273646235,-0.0009197262697853148,0.0009193102596327662,-0.00046629898133687675,0.00021051640214864165,0.0004717472766060382,0
4,-0.0009949981467798352,0.0005142430309206247,-0.0002701503108255565,-0.0006661240477114916,9.644898818805814e-05,0.0005850880988873541,-0.0011102459393441677,0.0007064223173074424,0.0009830661583691835,-0.0008753674919717014,0.0008550966740585864,-0.0004540500813163817,0.00019379453442525119,0.00043677588109858334,0
5,-0.0009345934959128499,0.0004862341156695038,-0.00028295902302488685,-0.0006865946925245225,8.496754890074953e-05,0.0005789120332337916,-0.0010411603143438697,0.0006737906951457262,0.0009474713006056845,-0.0008160732104443014,0.0008155787363648415,-0.0004197162634227425,0.0001907139376271516,0.00040342845022678375,0
6,-0.0008802555967122316,0.00045569590292871,-0.0002992197114508599,-0.0007130674202926457,7.568093133158982e-05,0.0005722634959965944,-0.0009710528538562357,0.0006397555116564035,0.0009172635618597269,-0.000755891262087971,0.0007828579982742667,-0.0003816339303739369,0.00018820514378603548,0.00036939806886948645,0
7,-0.0008221302996389568,0.00043089030077680945,-0.00027695464086718857,-0.0006546822842210531,6.53439637972042e-05,0.0005549690686166286,-0.0009132489794865251,0.0006023017922416329,0.0008491949993185699,-0.0007121458183974028,0.0007328463834710419,-0.00036331466981209815,0.00017261847096960992,0.0003343115095049143,0
8,-0.0007591758039779961,0.00041338542359881103,-0.00022710736084263772,-0.0005361982621252537,5.5469339713454247e-05,0.0005311084096319973,-0.0008678984013386071,0.0005660352180711925,0.0007515133474953473,-0.0006823696894571185,0.000665447732899338,-0.0003622910880949348,0.0001475352910347283,0.00030454571242444217,0
9,-0.0006997548043727875,0.00039518397534266114,-0.00019801905727945268,-0.00046592956641688943,4.8939276894088835e-05,0.0005122507573105395,-0.0008212630054913461,0.0005349594284780324,0.0006742843543179333,-0.0006464708130806684,0.0006048280629329383,-0.0003536365111358464,0.00012937188148498535,0.0002852559555321932,0
10,-0.0006496770074591041,0.0003687195130623877,-0.0002101827849401161,-0.000489601050503552,4.434954098542221e-05,0.0005024675047025084,-0.0007624850259162486,0.0005068095051683486,0.0006441292935051024,-0.0005938002723269165,0.0005672345287166536,-0.0003238707722630352,0.00012616436288226396,0.0002697424206417054,0
11,-0.0006037236307747662,0.0003375144151505083,-0.00022779402206651866,-0.000527844182215631,3.592466964619234e-05,0.0004934467724524438,-0.0006977525190450251,0.00047581095714122057,0.0006288756267167628,-0.0005372374434955418,0.0005405766423791647,-0.0002882246917579323,0.00012673974561039358,0.0002436875074636191,0
12,-0.0005526229506358504,0.00031195240444503725,-0.000207613265956752,-0.00048188952496275306,2.0559164113365114e-05,0.00047681116848252714,-0.0006420380086638033,0.00044112291652709246,0.0005802404484711587,-0.00049664790276438,0.0005009646411053836,-0.0002697408781386912,0.00011625674233073369,0.00020264493650756776,0
13,-0.0004954268806613982,0.00029657778213731945,-0.00015822720888536423,-0.0003665054391603917,4.768860890180804e-06,0.0004554175538942218,-0.000600310624577105,0.0004071321745868772,0.0004958685021847486,-0.00047207833267748356,0.00044503630488179624,-0.00026835614698939025,9.516073623672128e-05,0.00016094247985165566,0
14,-0.00044177784002386034,0.0002840599336195737,-0.00012894762039650232,-0.0002901004336308688,-2.48974879468733e-06,0.0004398394958116114,-0.0005621514865197241,0.0003796706150751561,0.0004210782062727958,-0.0004446526290848851,0.0003924902412109077,-0.000262066867435351,7.78243484091945e-05,0.00013722360017709434,0
15,-0.0003984870854765177,0.00026493356563150883,-0.00014307157834991813,-0.00031163764651864767,-3.1597443239661516e-07,0.00043327215826138854,-0.0005163527093827724,0.00035674418904818594,0.00038857993786223233,-0.0004013180732727051,0.00035872316220775247,-0.00023703317856416106,7.291234214790165e-05,0.00013305064931046218,0
16,-0.0003604183148127049,0.00023911464086268097,-0.00016576569760218263,-0.0003612127329688519,1.2572404557431582e-06,0.0004274801176507026,-0.0004640622646547854,0.0003321422846056521,0.0003755441284738481,-0.0003523565537761897,0.000334406882757321,-0.00020623170712497085,7.226915477076545e-05,0.0001278326235478744,0
17,-0.00031796758412383497,0.00021509807265829295,-0.00015033122326713055,-0.00033336447086185217,-6.9138986873440444e-06,0.00041220596176572144,-0.00041600270196795464,0.0003023658355232328,0.00033758944482542574,-0.0003164547961205244,0.000299297011224553,-0.00019081518985331059,6.312685582088307e-05,0.00010216653026873246,0
18,-0.0002700545883271843,0.00019785623589996248,-0.00010065791138913482,-0.00022727836039848626,-2.3215567125589587e-05,0.00038928387220948935,-0.0003773954522330314,0.00027064583264291286,0.00026957245427183807,-0.0002953362709376961,0.00025141367223113775,-0.00018993050616700202,4.599345993483439e-05,5.9102996601723135e-05,0
19,-0.0002261561166960746,0.000183270953129977,-6.640497304033488e-05,-0.00014696958533022553,-3.7465539207914844e-05,0.0003688868600875139,-0.0003414605453144759,0.00024330530141014606,0.00021103746257722378,-0.00027192721609026194,0.00021004436712246388,-0.00018171478586737067,3.4072745620505884e-05,2.148096973542124e-05,0
20,-0.00019254825019743294,0.00016439294267911464,-7.701940921833739e-05,-0.00016126908303704113,-4.2726514948299155e-05,0.0003576513845473528,-0.0003005455364473164,0.00022166865528561175,0.0001903174998005852,-0.00023363881336990744,0.00018842318968381733,-0.0001536294148536399,3.3814183552749455e-05,5.109045105200494e-06,0
21,-0.00016218148812185973,0.00014260660100262612,-0.00010343155008740723,-0.00021294067846611142,-4.152670953772031e-05,0.00035192296491004527,-0.0002572692756075412,0.00020178280828986317,0.00018322357209399343,-0.00019081732898484915,0.00017287123773712665,-0.00012252946908120066,3.491462848614901e-05,3.374594371052808e-06,0
22,-0.00012328232696745545,0.00012715900084003806,-9.655409667175263e-05,-0.00019787438213825226,-4.1146213334286585e-05,0.0003446817572694272,-0.00022123065718915313,0.0001795946154743433,0.00014474721683654934,-0.00016262747521977872,0.0001397572341375053,-0.00011383109813323244,2.3241116650751792e-05,-2.634822976688156e-06,0
23,-7.575629570055753e-05,0.00012108647933928296,-5.359308488550596e-05,-0.00010517110058572143,-4.5179829612607136e-05,0.0003337798116263002,-0.00019453049753792584,0.0001564556878292933,7.242055289680138e-05,-0.00015059555880725384,8.815646287985146e-05,-0.0001260888238903135,1.576353838572686e-06,-2.256024890812114e-05,0
24,-3.4131575375795364e-05,0.00011462368274806067,-1.9740575226023793e-05,-3.023832687176764e-05,-5.142777808941901e-05,0.00032200408168137074,-0.0001668643526500091,0.00013403756020125002,1.4090213880990632e-05,-0.00013513962039723992,4.45121550001204e-05,-0.00012909938232041895,-1.2463849998312071e-05,-5.016241630073637e-05,0
25,-1.0300834219378885e-05,9.511945972917601e-05,-2.657403274497483e-05,-4.4499105570139363e-05,-5.814312680740841e-05,0.0003086130309384316,-0.0001288215134991333,0.00011198953870916739,6.8098242991254665e-06,-0.00010131501767318696,3.070904494961724e-05,-0.00010034293518401682,-8.156341209542006e-06,-7.508812996093184e-05,0
26,1.8380767414782895e-06,6.362118438119069e-05,-4.946970148012042e-05,-9.765905269887298e-05,-6.62403108435683e-05,0.0002890396863222122,-8.476032235193998e-05,8.796917973086238e-05,2.5838286092039198e-05,-5.829693327541463e-05,3.5123412089888006e-05,-5.5094358685892075e-05,3.1839247185416752e-06,-9.509315714240074e-05,0
27,2.1940733859082684e-05,3.718765947269276e-05,-4.2018014937639236e-05,-8.676964353071526e-05,-7.593083864776418e-05,0.0002652038529049605,-5.03039664181415e-05,6.45081017864868e-05,1.2660381798923481e-05,-2.9532597181969322e-05,2.4192628188757226e-05,-3.0096909540588968e-05,1.7306801964878105e-06,-0.00011277208250248805,0
28,6.0883288824697956e-05,3.0412718842853792e-05,-8.207744599530997e-07,3.1298504836740904e-06,-8.177400741260499e-05,0.0002495746884960681,-3.189126800862141e-05,4.6680423110956326e-05,-5.1788916607620195e-05,-2.194702574342955e-05,-1.7951675545191392e-05,-4.032970537082292e-05,-1.8138467567041516e-05,-0.00012603914365172386,0
29,0.00010818200098583475,4.038242332171649e-05,2.8585249310708605e-05,7.695471140323207e-05,-7.84545045462437e-05,0.0002527164469938725,-1.9115776012768038e-05,3.6761830415343866e-05,-0.0001237806718563661,-1.816686381062027e-05,-7.046142127364874e-05,-6.24091990175657e-05,-4.05311984650325e-05,-0.00013066308747511357,0
30,0.00014359105261974037,4.662287756218575e-05,1.4523965546686668e-05,5.769586277892813e-05,-6.885320908622816e-05,0.00026710715610533953,3.988435764767928e-06,2.787234916468151e-05,-0.0001514422328909859,1.5930193058011355e-06,-0.00010169845336349681,-6.284905248321593e-05,-4.7816229198360816e-05,-0.0001303356548305601,0
31,0.0001580329262651503,3.241284139221534e-05,-1.5761726899654604e-05,-8.036247891141102e-06,-6.5477957832627e-05,0.00026816560421139,3.950803147745319e-05,1.0094265235238709e-05,-0.00013629259774461389,3.517088043736294e-05,-0.00010386199573986232,-3.430246579227969e-05,-4.01580473408103e-05,-0.00013949358253739774,0
